"hmdb_Id"	"kegg_Id"	"super_class"	"class"
"282"	"HMDB00383"	"C07632"	"Lipids"	"Steroids and Steroid Derivatives"
"283"	"HMDB00384"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"284"	"HMDB00385"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"285"	"HMDB00386"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"286"	"HMDB00387"	"NA"	"Lipids"	"Fatty Acids and Conjugates"
"287"	"HMDB00388"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"288"	"HMDB00389"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Pteridines and Derivatives"
"289"	"HMDB00390"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"290"	"HMDB00391"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"291"	"HMDB00392"	"NA"	"Lipids"	"Fatty Acids and Conjugates"
"292"	"HMDB00393"	"NA"	"Lipids"	"Fatty Acids and Conjugates"
"293"	"HMDB00394"	"NA"	"Lipids"	"Fatty Acids and Conjugates"
"294"	"HMDB00395"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"295"	"HMDB00396"	"NA"	"Organic Acids and Derivatives"	"Hydroxy Acids and Derivatives"
"296"	"HMDB00397"	"C00196"	"Aromatic Homomonocyclic Compounds"	"Benzoic Acid and Derivatives"
"297"	"HMDB00398"	"C00846"	"Organic Acids and Derivatives"	"Keto-Acids and Derivatives"
"298"	"HMDB00399"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"299"	"HMDB00400"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"300"	"HMDB00401"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Imidazopyrimidines"
"301"	"HMDB00402"	"C02504"	"Organic Acids and Derivatives"	"Carboxylic Acids and Derivatives"
"302"	"HMDB00403"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Imidazopyrimidines"
"303"	"HMDB00404"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"304"	"HMDB00405"	"C05302"	"Lipids"	"Steroids and Steroid Derivatives"
"305"	"HMDB00406"	"C14383"	"Lipids"	"Steroids and Steroid Derivatives"
"306"	"HMDB00407"	"NA"	"Lipids"	"Fatty Acids and Conjugates"
"307"	"HMDB00408"	"NA"	"Lipids"	"Fatty Acids and Conjugates"
"308"	"HMDB00409"	"NA"	"Organic Acids and Derivatives"	"Hydroxy Acids and Derivatives"
"309"	"HMDB00410"	"NA"	"Organic Acids and Derivatives"	"Hydroxy Acids and Derivatives"
"310"	"HMDB00411"	"C17646"	"Lipids"	"Steroids and Steroid Derivatives"
"311"	"HMDB00412"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"312"	"HMDB00413"	"NA"	"Lipids"	"Fatty Acids and Conjugates"
"313"	"HMDB00414"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"314"	"HMDB00415"	"C17726"	"Lipids"	"Steroids and Steroid Derivatives"
"315"	"HMDB00416"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"316"	"HMDB00417"	"NA"	"Lipids"	"Prenol Lipids"
"317"	"HMDB00418"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"318"	"HMDB00419"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"319"	"HMDB00421"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"320"	"HMDB00422"	"NA"	"Lipids"	"Fatty Acids and Conjugates"
"321"	"HMDB00423"	"C10447"	"Aromatic Homomonocyclic Compounds"	"Phenols and Derivatives"
"322"	"HMDB00424"	"NA"	"Organic Acids and Derivatives"	"Hydroxy Acids and Derivatives"
"323"	"HMDB00425"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"324"	"HMDB00426"	"C00815"	"Organic Acids and Derivatives"	"Carboxylic Acids and Derivatives"
"325"	"HMDB00427"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"326"	"HMDB00428"	"NA"	"Organic Acids and Derivatives"	"Hydroxy Acids and Derivatives"
"327"	"HMDB00429"	"C02537"	"Lipids"	"Steroids and Steroid Derivatives"
"328"	"HMDB00430"	"NA"	"Lipids"	"Prenol Lipids"
"329"	"HMDB00431"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"330"	"HMDB00432"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"331"	"HMDB00433"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"332"	"HMDB00434"	"NA"	"Aromatic Homomonocyclic Compounds"	"Phenols and Derivatives"
"333"	"HMDB00437"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"334"	"HMDB00438"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"335"	"HMDB00439"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"336"	"HMDB00440"	"C05593"	"Aromatic Homomonocyclic Compounds"	"Phenylacetic Acid Derivatives"
"337"	"HMDB00442"	"C03197"	"Organic Acids and Derivatives"	"Hydroxy Acids and Derivatives"
"338"	"HMDB00444"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Furans"
"339"	"HMDB00445"	"C06768"	"Carbohydrates and Carbohydrate Conjugates"	"Tetrasaccharides"
"340"	"HMDB00446"	"C12989   "	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"341"	"HMDB00447"	"C15568"	"Lipids"	"Steroids and Steroid Derivatives"
"342"	"HMDB00448"	"C06104"	"Organic Acids and Derivatives"	"Carboxylic Acids and Derivatives"
"343"	"HMDB00449"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"344"	"HMDB00450"	"C16741"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"345"	"HMDB00451"	"NA"	"Aliphatic Homomonocyclic Compounds"	"Cycloalkanes"
"346"	"HMDB00452"	"C02356"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"347"	"HMDB00453"	"NA"	"Aliphatic Heteromonocyclic Compounds"	"Lactones"
"348"	"HMDB00455"	"C00542"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"349"	"HMDB00458"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"350"	"HMDB00459"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"351"	"HMDB00460"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"352"	"HMDB00462"	"C01551"	"Aliphatic Heteromonocyclic Compounds"	"Imidazolidines"
"353"	"HMDB00464"	"C00076"	"Homogeneous Metal Compounds"	"Homogeneous Alkaline Earth Metal Compounds"
"354"	"HMDB00466"	"C08313"	"Aromatic Heteropolycyclic Compounds"	"Indoles"
"355"	"HMDB00467"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"356"	"HMDB00468"	"C06313"	"Aromatic Heteropolycyclic Compounds"	"Pteridines and Derivatives"
"357"	"HMDB00469"	"C03088"	"Aromatic Heteromonocyclic Compounds"	"Diazines"
"358"	"HMDB00472"	"C01017"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"359"	"HMDB00473"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Imidazopyrimidines"
"360"	"HMDB00474"	"C02845"	"Aliphatic Acyclic Compounds"	"Carbonyl Compounds"
"361"	"HMDB00476"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"362"	"HMDB00477"	"NA"	"Lipids"	"Fatty Acids and Conjugates"
"363"	"HMDB00478"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"364"	"HMDB00479"	"C01152"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"365"	"HMDB00481"	"NA"	"Nucleosides, Nucleotides, and Analogues"	"Pyrazolopyrimidine Nucleosides and Nucleotides"
"366"	"HMDB00482"	"C06423"	"Lipids"	"Fatty Acids and Conjugates"
"367"	"HMDB00483"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"368"	"HMDB00484"	"C06672"	"Aromatic Homomonocyclic Compounds"	"Benzoic Acid and Derivatives"
"369"	"HMDB00486"	"NA"	"Organic Acids and Derivatives"	"Hydroxy Acids and Derivatives"
"370"	"HMDB00488"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Tetrapyrroles and Derivatives"
"371"	"HMDB00489"	"C04540"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"372"	"HMDB00490"	"C04373"	"Lipids"	"Steroids and Steroid Derivatives"
"373"	"HMDB00491"	"C03465"	"Lipids"	"Fatty Acids and Conjugates"
"374"	"HMDB00492"	"NA"	"Homogeneous Non-metal Compounds"	"Homogeneous Halogens"
"375"	"HMDB00493"	"C12525"	"Lipids"	"Steroids and Steroid Derivatives"
"376"	"HMDB00494"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"377"	"HMDB00495"	"C07632"	"Lipids"	"Steroids and Steroid Derivatives"
"378"	"HMDB00496"	"C03033"	"Carbohydrates and Carbohydrate Conjugates"	"Sugar Acids and Derivatives"
"379"	"HMDB00497"	"NA"	"Nucleosides, Nucleotides, and Analogues"	"Pyrimidine Nucleosides and Analogues"
"380"	"HMDB00498"	"NA"	"Organic Acids and Derivatives"	"Hydroxy Acids and Derivatives"
"381"	"HMDB00499"	"NA"	"Lipids"	"Fatty Acids and Conjugates"
"382"	"HMDB00500"	"C00156"	"Aromatic Homomonocyclic Compounds"	"Benzoic Acid and Derivatives"
"383"	"HMDB00501"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"384"	"HMDB00502"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"385"	"HMDB00503"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"386"	"HMDB00505"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"387"	"HMDB00506"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"388"	"HMDB00508"	"C00474"	"Carbohydrates and Carbohydrate Conjugates"	"Sugar Alcohols"
"389"	"HMDB00509"	"NA"	"Lipids"	"Fatty Acids and Conjugates"
"390"	"HMDB00510"	"C00956"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"391"	"HMDB00511"	"C01571"	"Lipids"	"Fatty Acids and Conjugates"
"392"	"HMDB00512"	"C03519"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"393"	"HMDB00513"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"394"	"HMDB00514"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"395"	"HMDB00516"	"C00221"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"396"	"HMDB00517"	"C00062"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"397"	"HMDB00518"	"C02528"	"Lipids"	"Steroids and Steroid Derivatives"
"398"	"HMDB00520"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"399"	"HMDB00521"	"NA"	"Lipids"	"Fatty Acids and Conjugates"
"400"	"HMDB00522"	"NA"	"Lipids"	"Fatty Acids and Conjugates"
"401"	"HMDB00523"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"402"	"HMDB00524"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"403"	"HMDB00525"	"NA"	"Organic Acids and Derivatives"	"Hydroxy Acids and Derivatives"
"404"	"HMDB00526"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"405"	"HMDB00527"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"406"	"HMDB00528"	"C00337"	"Aliphatic Heteromonocyclic Compounds"	"Diazines"
"407"	"HMDB00529"	"NA"	"Lipids"	"Fatty Acids and Conjugates"
"408"	"HMDB00530"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"409"	"HMDB00531"	"NA"	"Organic Acids and Derivatives"	"Hydroxy Acids and Derivatives"
"410"	"HMDB00532"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"411"	"HMDB00534"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"412"	"HMDB00535"	"C01585"	"Lipids"	"Fatty Acids and Conjugates"
"413"	"HMDB00536"	"C03794"	"Nucleosides, Nucleotides, and Analogues"	"Purine Nucleotides"
"414"	"HMDB00538"	"C00002"	"Nucleosides, Nucleotides, and Analogues"	"Purine Nucleotides"
"415"	"HMDB00539"	"C00878"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"416"	"HMDB00540"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"417"	"HMDB00541"	"NA"	"Lipids"	"Prenol Lipids"
"418"	"HMDB00542"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Imidazopyrimidines"
"419"	"HMDB00543"	"NA"	"Aromatic Homomonocyclic Compounds"	"N/A"
"420"	"HMDB00544"	"NA"	"Aromatic Heteromonocyclic Compounds"	"Diazines"
"421"	"HMDB00545"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"422"	"HMDB00546"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"423"	"HMDB00547"	"C00305"	"Homogeneous Metal Compounds"	"Homogeneous Alkaline Earth Metal Compounds"
"424"	"HMDB00548"	"NA"	"Lipids"	"Glycerolipids"
"425"	"HMDB00549"	"C01770"	"Aliphatic Heteromonocyclic Compounds"	"Lactones"
"426"	"HMDB00550"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"427"	"HMDB00551"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"428"	"HMDB00552"	"NA"	"Lipids"	"Fatty Acid Esters"
"429"	"HMDB00553"	"NA"	"Lipids"	"Prenol Lipids"
"430"	"HMDB00554"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"431"	"HMDB00555"	"NA"	"Lipids"	"Fatty Acids and Conjugates"
"432"	"HMDB00556"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"433"	"HMDB00557"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"434"	"HMDB00558"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"435"	"HMDB00559"	"NA"	"Aromatic Homomonocyclic Compounds"	"Phenols and Derivatives"
"436"	"HMDB00560"	"NA"	"Lipids"	"Fatty Acids and Conjugates"
"437"	"HMDB00561"	"C02094"	"Lipids"	"Prenol Lipids"
"438"	"HMDB00562"	"C00791"	"Aliphatic Heteromonocyclic Compounds"	"Lactams"
"439"	"HMDB00563"	"C05607"	"Organic acids"	"Aromatic Acids"
"440"	"HMDB00564"	"C00157"	"Lipids"	"Glycerophospholipids"
"441"	"HMDB00565"	"C00880"	"Carbohydrates and Carbohydrate Conjugates"	"Sugar Acids and Derivatives"
"442"	"HMDB00567"	"C10438"	"Aromatic Homomonocyclic Compounds"	"Cinnamic Acid Derivatives"
"443"	"HMDB00568"	"C01904"	"Carbohydrates and Carbohydrate Conjugates"	"Sugar Alcohols"
"444"	"HMDB00569"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"445"	"HMDB00570"	"C05770"	"Aromatic Heteropolycyclic Compounds"	"Tetrapyrroles and Derivatives"
"446"	"HMDB00572"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"447"	"HMDB00573"	"C00712"	"Lipids"	"Fatty Acids and Conjugates"
"448"	"HMDB00574"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"449"	"HMDB00575"	"C01817"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"450"	"HMDB00576"	"NA"	"Organic Acids and Derivatives"	"Carboxylic Acids and Derivatives"
"451"	"HMDB00577"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"452"	"HMDB00579"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Tetrapyrroles and Derivatives"
"453"	"HMDB00580"	"C00607"	"Carbohydrates and Carbohydrate Conjugates"	"Disaccharides"
"454"	"HMDB00582"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"455"	"HMDB00583"	"NA"	"Lipids"	"Fatty Amides"
"456"	"HMDB00585"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Trisaccharides"
"457"	"HMDB00586"	"C00238"	"Homogeneous Metal Compounds"	"Homogeneous Alkali Metal Compounds"
"458"	"HMDB00588"	"C01330"	"Homogeneous Metal Compounds"	"Homogeneous Alkali Metal Compounds"
"459"	"HMDB00590"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"460"	"HMDB00592"	"C04132"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"461"	"HMDB00593"	"C00157"	"Lipids"	"Glycerophospholipids"
"462"	"HMDB00594"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"463"	"HMDB00595"	"C00288"	"Organic Acids and Derivatives"	"Organic Carbonic Acids and Derivatives"
"464"	"HMDB00596"	"C03108"	"Lipids"	"Sphingolipids"
"465"	"HMDB00598"	"C00087"	"Homogeneous Non-metal Compounds"	"Homogeneous Other Non-metal Compounds"
"466"	"HMDB00599"	"C19368"	"Homogeneous Metal Compounds"	"Homogeneous Transition Metal Compounds"
"467"	"HMDB00600"	"C05547"	"Carbohydrates and Carbohydrate Conjugates"	"Glycosyl Compounds"
"468"	"HMDB00601"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"469"	"HMDB00603"	"NA"	"Lipids"	"Fatty Acids and Conjugates"
"470"	"HMDB00606"	"C01087"	"Organic Acids and Derivatives"	"Hydroxy Acids and Derivatives"
"471"	"HMDB00607"	"C02823"	"Aromatic Heteropolycyclic Compounds"	"Tetrapyrroles and Derivatives"
"472"	"HMDB00608"	"C00175"	"Homogeneous Metal Compounds"	"Homogeneous Transition Metal Compounds"
"473"	"HMDB00609"	"C00355"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"474"	"HMDB00610"	"C15441"	"Lipids"	"Steroids and Steroid Derivatives"
"475"	"HMDB00611"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Tetrapyrroles and Derivatives"
"476"	"HMDB00613"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"477"	"HMDB00614"	"C02737"	"Lipids"	"Glycerophospholipids"
"478"	"HMDB00617"	"C01546"	"Aromatic Heteromonocyclic Compounds"	"Furans"
"479"	"HMDB00618"	"C00117"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"480"	"HMDB00619"	"C00695"	"Lipids"	"Steroids and Steroid Derivatives"
"481"	"HMDB00620"	"C02214"	"Lipids"	"Fatty Acids and Conjugates"
"482"	"HMDB00621"	"C00309"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"483"	"HMDB00622"	"NA"	"Lipids"	"Fatty Acids and Conjugates"
"484"	"HMDB00623"	"C02678"	"Organic Acids and Derivatives"	"Carboxylic Acids and Derivatives"
"485"	"HMDB00624"	"C03264"	"Lipids"	"Fatty Acids and Conjugates"
"486"	"HMDB00625"	"C00257"	"Carbohydrates and Carbohydrate Conjugates"	"Sugar Acids and Derivatives"
"487"	"HMDB00626"	"C04483"	"Lipids"	"Steroids and Steroid Derivatives"
"488"	"HMDB00628"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"489"	"HMDB00629"	"C00401"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"490"	"HMDB00630"	"C00380"	"Aromatic Heteromonocyclic Compounds"	"Diazines"
"491"	"HMDB00631"	"C05464 "	"Lipids"	"Steroids and Steroid Derivatives"
"492"	"HMDB00632"	"C00426"	"Carbohydrates and Carbohydrate Conjugates"	"Disaccharides"
"493"	"HMDB00633"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Pteridines and Derivatives"
"494"	"HMDB00634"	"C02226"	"Lipids"	"Fatty Acids and Conjugates"
"495"	"HMDB00635"	"NA"	"Organic Acids and Derivatives"	"Keto-Acids and Derivatives"
"496"	"HMDB00637"	"C05466"	"Lipids"	"Steroids and Steroid Derivatives"
"497"	"HMDB00638"	"C02679"	"Lipids"	"Fatty Acids and Conjugates"
"498"	"HMDB00639"	"C00879"	"Carbohydrates and Carbohydrate Conjugates"	"Sugar Acids and Derivatives"
"499"	"HMDB00640"	"NA"	"Aliphatic Heteropolycyclic Compounds"	"Cyclic Alcohols and Derivatives"
"500"	"HMDB00641"	"C00064"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"501"	"HMDB00642"	"NA"	"Organic Acids and Derivatives"	"Hydroxy Acids and Derivatives"
"502"	"HMDB00643"	"C05769"	"Aromatic Heteropolycyclic Compounds"	"Tetrapyrroles and Derivatives"
"503"	"HMDB00644"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Tetrapyrroles and Derivatives"
"504"	"HMDB00645"	"C00446"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"505"	"HMDB00646"	"C00259"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"506"	"HMDB00648"	"C01747"	"Lipids"	"Sphingolipids"
"507"	"HMDB00649"	"C19654"	"Lipids"	"Steroids and Steroid Derivatives"
"508"	"HMDB00650"	"C02261"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"509"	"HMDB00651"	"NA"	"Lipids"	"Fatty Acid Esters"
"510"	"HMDB00652"	"C00634"	"Carbohydrates and Carbohydrate Conjugates"	"Polysaccharides"
"511"	"HMDB00653"	"C18043"	"Lipids"	"Steroids and Steroid Derivatives"
"512"	"HMDB00655"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"513"	"HMDB00656"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"514"	"HMDB00657"	"C00070"	"Homogeneous Metal Compounds"	"Homogeneous Transition Metal Compounds"
"515"	"HMDB00658"	"C02530"	"Lipids"	"Steroids and Steroid Derivatives"
"516"	"HMDB00659"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"517"	"HMDB00660"	"C02336"	"Carbohydrates and Carbohydrate Conjugates"	"Monosaccharides"
"518"	"HMDB00661"	"C00489"	"Organic Acids and Derivatives"	"Carboxylic Acids and Derivatives"
"519"	"HMDB00662"	"C00742"	"Homogeneous Non-metal Compounds"	"Homogeneous Halogens"
"520"	"HMDB00663"	"C00818"	"Carbohydrates and Carbohydrate Conjugates"	"Sugar Acids and Derivatives"
"521"	"HMDB00664"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"522"	"HMDB00665"	"NA"	"Lipids"	"Fatty Acids and Conjugates"
"523"	"HMDB00666"	"C17714"	"Lipids"	"Fatty Acids and Conjugates"
"524"	"HMDB00667"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"525"	"HMDB00668"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Tetrapyrroles and Derivatives"
"526"	"HMDB00669"	"C05852"	"Aromatic Homomonocyclic Compounds"	"Phenylacetic Acid Derivatives"
"527"	"HMDB00670"	"C01924"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"528"	"HMDB00671"	"C02043"	"Aromatic Heteropolycyclic Compounds"	"Indoles"
"529"	"HMDB00672"	"C19615"	"Organic Acids and Derivatives"	"Carboxylic Acids and Derivatives"
"530"	"HMDB00673"	"C01595"	"Lipids"	"Lineolic Acids and Derivatives"
"531"	"HMDB00674"	"C00416"	"Lipids"	"Glycerophospholipids"
"532"	"HMDB00675"	"C01382"	"Homogeneous Non-metal Compounds"	"Homogeneous Halogens"
"533"	"HMDB00676"	"C01817"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"534"	"HMDB00678"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"535"	"HMDB00679"	"C02427"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"536"	"HMDB00682"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Indoles"
"537"	"HMDB00683"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Tetrapyrroles and Derivatives"
"538"	"HMDB00684"	"C00328"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"539"	"HMDB00686"	"C17662"	"Lipids"	"Steroids and Steroid Derivatives"
"540"	"HMDB00687"	"C00123"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"541"	"HMDB00688"	"NA"	"Lipids"	"Fatty Acid Esters"
"542"	"HMDB00689"	"NA"	"Lipids"	"Fatty Acids and Conjugates"
"543"	"HMDB00691"	"C00383"	"Organic Acids and Derivatives"	"Carboxylic Acids and Derivatives"
"544"	"HMDB00692"	"C14818"	"Homogeneous Metal Compounds"	"Homogeneous Transition Metal Compounds"
"545"	"HMDB00693"	"C00925"	"Carbohydrates and Carbohydrate Conjugates"	"Disaccharides"
"546"	"HMDB00694"	"C03196"	"Organic Acids and Derivatives"	"Hydroxy Acids and Derivatives"
"547"	"HMDB00695"	"C00233"	"Lipids"	"Fatty Acids and Conjugates"
"548"	"HMDB00696"	"C00073"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"549"	"HMDB00697"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Tetrapyrroles and Derivatives"
"550"	"HMDB00698"	"C15557"	"Lipids"	"Steroids and Steroid Derivatives"
"551"	"HMDB00699"	"C02918"	"Aromatic Heteromonocyclic Compounds"	"Pyridines and Derivatives"
"552"	"HMDB00700"	"C01013"	"Organic Acids and Derivatives"	"Hydroxy Acids and Derivatives"
"553"	"HMDB00701"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"554"	"HMDB00703"	"C01984"	"Aromatic Homomonocyclic Compounds"	"Phenylacetic Acid Derivatives"
"555"	"HMDB00704"	"C03975"	"Aromatic Heteropolycyclic Compounds"	"Pteridines and Derivatives"
"556"	"HMDB00705"	"NA"	"Lipids"	"Fatty Acid Esters"
"557"	"HMDB00706"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"558"	"HMDB00707"	"C01179"	"Aromatic Homomonocyclic Compounds"	"Benzyl Alcohols and Derivatives"
